Carroll MT | MT Western
Central Bap | Harris-Stowe
SW Assemb God | Central Chr
Jamestown | Doane
Graceland | Evangel
Southeastern FL | FL Memorial
Hastings | Mt Marty
Holy Cross IN | St Ambrose
IN Wesleyan | Huntington
Mid-Am Chr | John Brown
Lewis-Clark ID | Rocky Mtn
LSU-Alexandria | St Thomas TX
Milligan | TN Wesleyan
Univ of Southwest | Our Lady Lake
Presentation | Waldorf
Arcadia | Messiah
Auburn Mgomery | Shorter
FL Southern | Barry
Williams | Bates
Clark Atlanta | Benedict
St Rose | Bentley
Bloomfield | Chestnut Hill
Cabrini | Wesley DE
Springfield | Emerson
Eureka | MacMurray
LaGrange | Greensboro
Mitchell | Lesley
St Augustines | Lincoln PA
Virginia St | Livingstone
Marywood | Marymount VA
Medaille | Pitt-Greensburg
Merrimack | Pace
R Stockton | Montclair St
Morehouse | Paine
S Arkansas | SE Oklahoma
S Francisco St | Sonoma St
Stevenson | Widener
Allan Hancock | Hartnell
Bakersfield Col | Cuesta
Butte Col | Shasta Col
Fresno City Col | Cerro Coso
Columbia CC | West Hills
Feather River | Lassen
Col of the Sequoias | Porterville
Siskiyous | Col of the Redwoods
San Bernardino Val | Santa Monica Col
Wilson | Summit
Antelope Val | Benedictine AZ
Asbury | Midway
Baker KS | Grand View
Benedictine KS | William Penn
Bethel KS | York NE
Bethel TN | Wm Carey
Bluefield VA | Point
Concordia NE | Briar Cliff
Cal Maritime | Pacific Union
Campbellsville | Lindsey Wilson
Cent Methodist | Mt Mercy
IN Southeast | Cincinnati Chr
Thomas GA | Coastal GA
Concordia MI | Lawrence Tech
Georgetown KY | Cumberland TN
Mayville St | Dakota St
Dickinson St ND | Viterbo
Dillard | Talladega
Morningside | Dordt
Faulkner | Mobile
Martin Meth | Florida Col
Friends | St Mary KS
Marian IN | Grace IN
LSU Shreveport | Huston-Tillot
IN S Bend | Trinity Chr
OK Wesleyan | KS Wesleyan
Langston | TX Wesleyan
Life | Shawnee St
Life Pacific | Ottawa AZ
Mid Georgia | Stillman
Montreat | Reinhardt
Ottawa KS | Southwestern KS
Park | Williams Bap
Simpson CA | UC Merced
Wayland | SW Christian
Wm Woods | St Louis Pharm
Sterling | Tabor
Wiley | Texas Col
Navarro | Lamar St
Snow Col | Salt Lake CC
Co Col Morris | Manor
Orange Co | Raritan Val
Col of Dupage | Harper
Vermilion CC | Fond du Lac T&CC
Northampton CC | Val Forge Mil
SAU Tech | Mid-South CC
Rainy River CC | Lake Superior CC
N Arkansas | National Park
Catawba | Lincoln Mem
West Liberty | Charleston WV
Dallas Univ | SW Univ TX
Edgewood | Benedictine IL
Holy Family | Nyack
Hamline | Carleton MN
WI Lutheran | Marian WI
St Martins | AK Fairbanks
Carroll WI | North Park
Augustana IL | Carthage
Midwest TX St | W New Mexico
Gwynedd-Mercy | Immaculata
Anderson SC | Newberry
Central IA | Luther IA
Fort Valley St | Albany GA
T Jefferson | Post
Rockford | Dominican IL
Lubbock Chr | St Marys TX
Grove City | Westminster PA
Ithaca | Clarkson
Wilmington OH | Baldwin-Wallace
Merchant Marine | Mt St Mary NY
Concordia IL | IL Tech
Bethel MN | Concordia Mhd
Lake Forest | Cornell IA
Dist Columbia | NYIT
Dubuque | Buena Vista
MT St-Billings | Concordia OR
Olivet MI | Alma
Eliz. City St | JC Smith
Susquehanna | Elizabethtown
Shenandoah | Ferrum
Salem MA | Framingham St
Franklin Pierce | Le Moyne
Thomas ME | Lyndon St
Northwestern MN | Luther MN
J&W CO | Trinity TX
Sarah Lawrence | NY Maritime
St Norbert | Knox
St Thomas MN | Augsburg
MIT | Wheaton MA
Monmouth IL | Beloit
W Connecticut | Plymouth St
Vassar | Rochester Tech
Wash & Jeff | Bethany WV
St Johns MN | St Olaf
St Lawrence | Union NY
WI Parkside | Wayne St MI
Westfield St | Bridgewater MA
Col Springs | Adams St
Silver Lake | Maranatha Bap
Tarleton St | Dallas Chr
Ave Maria | St Thomas FL
Lyon | Lindenwood-Belle
Trinity IL | Roosevelt
Card Stritch | St Xavier IL
Wm Jessup | San Diego Chr
Madonna | Siena Hts
Vanguard | Menlo
Acadia | Memorial
Brock | Waterloo
Carleton ON | Nipissing
Laurier | McMaster
Ryerson | York ON
Toronto | Queens ON
Laurentian | Ottawa ON
Oklahoma S&A | Bacone
Dalton St | Brewton-Parker
Bryan | St Andrews
Culver-Stockton | Missouri Val
La Sierra | Embry-Riddle AZ
St Francis IN | Goshen
Haskell | Lincoln Col
Jarvis Chr | Paul Quinn
Point Park | Ohio Chr
Olivet Naz | R Morris Chi
Eastern Wyoming | Northwest WY
Rend Lake | SE Illinois
Stevens Tech PA | Delaware Co CC
Nassau CC | Mass Bay CC
Tougaloo | Philander Smith
Union KY | Allen
McPherson | Avila
Indiana-East | Carlow
Edward Waters | Southern N.O.
St Francis IL | Judson IL
The Masters | Westmont
SW Tennessee | Jackson St CC
Hope Intl | Arizona Chr
Colorado NW | Northeastern JC
MCC Maple Woods | Kansas City KS
Bellevue CC | Skagit Val CC
Big Bend CC | Yakima Val CC
Blue Mountain CC | Wenatchee Val CC
Centralia Col | Lower Columbia
Chemekata CC | SW Oregon CC
Umpqua CC | Clackamas CC
Edmonds CC | Peninsula
Everett CC | Whatcom CC
Pierce CC | Grays Harbor
Green River CC | S Puget Sound CC
Highline CC | Tacoma CC
Lane CC | Portland CC
Linn-Benton CC | Mt Hood CC
North Idaho | Walla Walla CC
Shoreline CC | Olympic
Treasure Val CC | Spokane CC
Seneca | La Cite
Loyalist | Georgian
Mohawk | Conestoga
Algonquin | Canadore
Humber | St Clair
Sheridan ON | Lambton
Holland | NB-St John
Mt Allison | Dalhousie Ag
Crandall | Kings NS
MS Vincent NS | St Thomas NB
Medicine Hat | Ambrose
St Josephs ME | St Joseph CT
Apprentice | Warren Wilson
J&W NC | Mid-Atlantic Chr
St Francis NY | St Francis PA
LIU Brooklyn | Robert Morris
SUNY Canton | ME Presque Isle
Col of Idaho | Multnomah Bib
Columbia Intl | Truett-McConnell
MI Dearborn | Rochester MI
Northwest WA | Walla Walla
Bishop St | Wallace CC-Selma
Cape Breton | New Brunswick
Thompson Riv | Winnipeg
St Marys NS | UPEI
Western ON | Algoma
Windsor | Lakehead
Concordia QC | Bishops
Alberta | Brandon
Regina | UBC-Okanagan
Calgary | Grant MacEwan
Mt Royal | Univ Lethbridge
Victoria | Fraser Val
Manitoba | Northern BC
Brit Columbia | Trinity Western
Okanagan Col | Columbia Bib
Vancouver Island | Capilano
Douglas | Langara
Augustana AB | Grande Prairie
Concordia AB | Lakeland AB
S Alberta Tech | Red Deer
N Alberta Tech | Kings AB
Lethbridge Col | St Marys AB
Willamette | Northwest Indian
Andrews | Kent-Tusc
Canadian Menn | Trinity Bib
Central Penn | NH Tech
Nebraska Chr | Crowleys Ridge
Boyce | Crown TN
Manhattan Chr | Faith Bap
Villa Maria | Green Mtn
Johnson FL | Pensacola Chr
Oakland City | Southeastern Bap
PSU York | PSU-Brandywine
PSU-Beaver | PSU-Fayette
PSU Wilkes-Barre | PSU-Hazleton
PSU-Gtr Allegheny | PSU-New Kens
PSU-Schuylkill | PSU-Scranton
S Maine Tech | Paul Smiths
Bry & Strat-Greece | Valley Forge
Washington Advt | Fisk
Vermont Tech | Williamson Tr
Voorhees | Fisher
Bry & Strat-Buffalo | Bry & Strat-Liverpool
Chatt St Tech | Cleveland St CC
Coastal AL-Mon | Lurleen Wallace
Merced Col | West Hills-Lemoore
Ark Baptist | Southern-Shreve
Grayson Co JC | SW Chr TX
Pasco-Hernando | FL Gateway
Mt San Jacinto | Imperial Val
Leech Lake | Red River Col
Sisseton Wahpeton | Providence MB
LaGrange | Averett
Birmingham So | Hendrix
Brandeis | Case Western
Xavier | Butler
Iona | Canisius
Carnegie Mellon | NYU
Cazenovia | St Elizabeth
Chicago | Emory
Trinity CT | Colby
Dayton | Massachusetts
Northern Iowa | Drake
Quinnipiac | Fairfield
Gallaudet | SUNY-Cobleskill
Keuka | Penn Col Tech
Lancaster Bib | SUNYIT
St Peters | Marist
Michigan | Northwestern
Rhodes | Millsaps
Morrisville St | PSU-Abington
Oglethorpe | Sewanee
Washington StL | Rochester NY
George Mason | Rhode Island
Molloy | Roberts Wslyn
Rider | Niagara
South Dakota | PFW
Michigan St | Penn St
Memphis | Tulane
Villanova | Creighton
Oregon | USC
Oregon St | UCLA
Wells | PSU-Berks
UCF | East Carolina
Dakota Wesleyan | Midland NE
Brunswick CC | Denmark Tech
Lake Region | Dawson CC
John Logan | Lake Land IL
ND St Science | Miles CC
Moberly Area | Three Rivers
Johnson Co | Southeast CC
Herkimer Co | Niagara Co
Finger Lakes CC | Schenectady Co
Bellevue | Valley City St
Greensboro | Huntingdon
Berry | Centre
Daemen | Queens NY
Monroe CC | Sullivan Co
Bristol CC | Nassau CC
Canadore | La Cite
Sheridan ON | St Clair
Fanshawe | UT-Mississauga
Humber | Lambton
St Thomas NB | Kings NS
Holland | Mt Allison
Crandall | Dalhousie Ag
MS Vincent NS | NB-St John
Apprentice | ME Ft Kent
Pitt CC | Bry & Strat-VB
South Carolina | Missouri
Acadia | Memorial
Montmorency | John Abbott
NH Tech | Williamson Tr
Wright St-Lake | Kent-Tusc
Fisk | Fisher
SUNY-ESF | Vaughn
Vermont Tech | Central Penn
Red River Col | Leech Lake
Ark Pine Bluff | Alabama A&M
Grambling | Alcorn St
Norfolk St | Bethune-Cookman
Bowie St | Fayetteville St
Redlands | Caltech
Chapman | La Verne
Kansas | Texas
Keystone | York NY
Shaw NC | Lincoln PA
Maryland | Wisconsin
N Colorado | Montana St
Oberlin | Ohio Wesleyan
Suffolk | W New England
NC Central | Delaware St
WI Superior | Finlandia
Monmouth NJ | Siena
Baylor | Oklahoma St
Bucknell | Holy Cross
Syracuse | Duke
Nebraska | Indiana
NC A&T | MD E Shore
Pomona Pitzer | Occidental
Tuskegee | Central St OH
Claremont M.S. | Cal Lutheran
CT College | City Col NY
Miles | Kentucky St
Alabama St | MS Valley St
LeMoyne-Owen | Spring Hill
Pittsburgh | Florida St
S Carolina St | Coppin St
Jackson St | Southern Univ
Lincoln Col | Olivet Naz
Harcum Col | Baltimore City CC
Barton Co | Pratt CC
Bevill-Fay | S Union St
Bishop St | Jefferson Davis
Bismarck St | Dakota-Bottineau
Butler Co-KS | Cloud Co
Coastal AL-BM | Chattahoochee Val
E Mississippi CC | Coahoma CC
Coffeyville CC | Cowley Co
Dodge City CC | Colby CC
NE OK A&M | Connors St
Copiah-Lincoln | East Central CC
Eastern OK St | N OK-Tonkawa
Enterprise St | Lurleen Wallace
Howard Col | Frank Phillips
Gadsden St CC | Lawson St
Seward Co | Garden City CC
Meridian CC | Hinds CC
Holmes CC | MS Delta
Hutchinson CC | Northwest KS Tech
Itawamba CC | Mid-South CC
Wallace St | Marion Mil
NM Military | Midland TX
MS Gulf Coast | SW Mississippi
Seminole St | Murray St CC
South Plains | New Mexico JC
NE MS CC | NW Mississippi
N OK-Enid | Redlands CC
Odessa | Western Texas
Shelton St | Snead St
Williston St | United Tribes
CC Beaver Co | CC Allegheny-B
Fayetteville Tech | Wake Tech
Potomac St-WVU | PA Highlands CC
Pearl River CC | Jones Co CC
Benedict | Morehouse
Livingstone | Chowan
Paine | Clark Atlanta
Reedley | Cerro Coso
Columbia CC | Merced Col
Porterville | West Hills
Col of the Sequoias | West Hills-Lemoore
Philander Smith | Xavier LA
Talladega | Southern N.O.
Kansas City KS | N Central MO
National Park | Ark Baptist
Eliz. City St | W Salem St
Immaculata | Valley Forge
Virginia Union | St Augustines
Independence CC | Neosho Co
Rend Lake | Parkland
Tougaloo | Rust
Allen | Montreat
Stratford | ME Ft Kent
Bry & Strat-VB | Patrick Henry CC
Dillard | Edward Waters
Lindsey Wilson | Oakwood
Washington Advt | Voorhees
Albany Pharmacy | St Joseph VT
Lincoln Chr | C Chr Bible
Nebraska Chr | Ecclesia
Milligan | Johnson TN
Paul Smiths | ME Augusta
C Maine Tech | PSU-Scranton
St Ambrose | Emmaus Bib
Pensacola Chr | Trinity FL
Coastal AL-Mon | Wallace CC-Selma
Akron | E Michigan
Middlebury | Albertus Magnus
Nazareth | Alfred
PSU-Behrend | Alfred St
Bowling Green | Ball St
Principia | Blackburn
Buffalo | W Michigan
Cameron | Midwest TX St
C Michigan | N Illinois
Colby | ME Maritime
Concordia CA | Hawaii Hilo
Concordia WI | Lakeland
Cortland St | SUNY New Paltz
E Nazarene | Newbury
Kentucky | Georgia
Hartwick | Utica
Point Loma | Hawaii Pacific
Illinois St | S Illinois
Plymouth St | Johnson St
Kent | Ohio
Le Moyne | S New Hampshire
Maryville TN | Piedmont
Sarah Lawrence | Mt St Vincent
Wake Forest | NC State
North Carolina | Notre Dame
Oswego St | SUNY Oneonta
Wayland | Panhandle St
SUNY Fredonia | Pitt-Bradford
Rockford | WI Lutheran
St Anselm | S Connecticut
W Washington | Simon Fraser
Vassar | Skidmore
Virginia | Virginia Tech
N England Col | Becker
TCU | West Virginia
Marquette | Georgetown
Providence | Seton Hall
Purdue | Rutgers
St Josephs PA | Davidson
Emmanuel MA | Regis MA
St Louis | Fordham
LSU | Mississippi
Tennessee | Arkansas
Loyola-Chicago | Valparaiso
San Diego St | New Mexico
Dean | Elms
St John Fisher | Elmira
Mississippi St | Florida
Linfield | George Fox
Mt St Mary NY | St Josephs LI
Cincinnati | South Florida
Merchant Marine | Farmingdale
Stevens Tech | Russell Sage
Nevada | Boise St
Bowdoin | St Josephs ME
Brown | J&W RI
Toledo | Miami OH
Bethel IN | Taylor IN
Mt Vernon Naz | Goshen
Truman Col | Harper
Kankakee CC | Olive-Harvey
Sauk Valley CC | Black Hawk-M
Lackawanna | Bucks Co CC
Morton | Lake Co
Burlington Co | Essex CC
Herkimer Co | Genesee CC
Illinois Val | Kishwaukee CC
Southeast CC | Labette CC
Moraine Val | McHenry Co
Elgin CC | Oakton CC
Suffolk Co-Selden | Orange Co
Waubonsee CC | Prairie St
Gloucester Co | Atlantic Cape CC
N Essex CC | B Franklin Tech
Middlesex Co | Bergen CC
Bristol CC | Massasoit CC
Bronx CC | Monroe-Bronx
Ocean Co | Brookdale CC
Cumberland Co | Camden Co
Jefferson CC | Cayuga CC
Corning CC | Tompkins Cortland
UConn-AP | Gateway CC
Luzerne Co CC | Harrisburg Area CC
Lehigh Carbon | Val Forge Mil
Quinsigamond | Mass Bay CC
Montgomery Co CC | Sussex Co CC
Mtn View | Richland
Onondaga CC | Broome CC
Carroll MT | MT Tech
IN Wesleyan | Grace IN
Merrimack | Adelphi
S Vermont | Lesley
Santa Rosa JC | American River
Sierra Col | Cosumnes River
San Joaquin Delta | Diablo Val
Folsom Lake | Modesto JC
Langston | Central Chr
Cincinnati Chr | Ohio Chr
Columbia MO | Crowleys Ridge
Marian IN | Huntington
Indiana-East | IU Kokomo
ASA | Hostos CC
Mercer Co | Manor
Westchester CC | Raritan Val
Bor Manhattan | Kingsborough
Edgewood | Dominican IL
Aurora | Marian WI
TX Lutheran | SW Univ TX
Benedictine IL | Concordia IL
IL Tech | Milwaukee Eng
Morgan St | Howard
Old Westbury | Purchase
St Josephs NY | NY Maritime
Fresno Pacific | Dominican CA
Bard | Union NY
Dallas Univ | Arlington Bap
Dallas Bap | Paul Quinn
MN Crookston | Jamestown
Asbury | Rio Grande
St Marys NS | Dalhousie
Warner Pacific | Multnomah Bib
Spring Arbor | St Francis IN
Northampton CC | Delaware Co CC
Sprfld Tech CC | Holyoke CC
Stevens Tech PA | Philadelphia CC
Centennial Col | Loyalist
Durham | George Brown
WV Tech | Alice Lloyd
New Rochelle | Pratt Inst
Manhattan Chr | Calvary Bib
Faith Bap | Union NE
Hiwassee | Voorhees
Indiana NW | Andrews
J&W NC | Bob Jones
Villa Maria | Kent-Tusc
Kentucky Chr | Boyce
PSU Wilkes-Barre | PSU-Brandywine
PSU-Fayette | PSU-DuBois
PSU-Schuylkill | PSU-Lehigh Val
PSU-Gtr Allegheny | PSU-Mont Alto
PSU-Shenango | PSU-Beaver
PSU York | PSU-Scranton
Randall | Dallas Chr
Cin Clermont | Southern St CC
Champion Bap | SW Adventist
Trinity Bap | Pensacola Chr
Vermont Tech | ME Machias
Walsh | Wilberforce
Welch | Crown TN
CCBC Catonsville | Frederick CC
Sisseton Wahpeton | Trinity Bib
Olivet MI | Adrian
Alabama | Missouri
Trine | Albion
Allegheny | Oberlin
Bentley | American Intl
Lehigh | American Univ
Augsburg | Hamline
NC Pembroke | Augusta
Augustana IL | Wheaton IL
Baldwin-Wallace | John Carroll
Barton | Mt Olive
Berea | Brevard
Bethany Luth | N Central MN
UMBC | Binghamton
Millersville | Bloomsburg
Manchester | Bluffton
Louisville | Boston College
Drake | Bradley
Randolph Macon | Bridgewater VA
Wartburg | Buena Vista
Cairn | Rosemont
Caldwell | Nyack
Pitt-Johnstown | California PA
Caltech | Chapman
Calvin | Kalamazoo
Campbell | UNC Asheville
Heidelberg | Capital
Card Stritch | Trinity IL
Tusculum | Carson-Newman
N Central IL | Carthage
Elizabethtown | Catholic
SUNY-Cobleskill | Cazenovia
Cent Arkansas | Incarnate Word
St Vincent | Chatham
Holy Family | Chestnut Hill
Chris Newport | S Virginia
Claremont M.S. | Whittier
Coast Guard | Clark MA
Clayton St | Georgia C&S
NE Wesleyan | Coe
Lenoir Rhyne | Coker
Columbus St | Georgia SW
Crown MN | Luther MN
Wentworth Tech | Curry
Northwestern IA | Dakota Wesleyan
VA Commonwealth | Dayton
Wooster | Denison
Wabash | DePauw
DeSales | Manhattanville
Drew | Moravian
DYouville | Pitt-Bradford
Eastern Univ | Misericordia
FL Southern | Eckerd
IL Wesleyan | Elmhurst
E Mennonite | VA Wesleyan
Emmanuel GA | S Wesleyan
Fort Hays St | Emporia St
Evansville | Missouri St
Fitchburg St | MA Liberal Arts
SC Aiken | Flagler
Spalding | Fontbonne
PSU-Altoona | Franciscan OH
Francis Marion | Lander
Transylvania | Franklin IN
Frank & Marsh | McDaniel Col
PSU-Harrisburg | Frostburg St
PSU-Abington | Gallaudet
George Mason | Massachusetts
West Chester | Goldey Beacom
Juniata | Goucher
Webster Univ | Greenville
Wash & Jeff | Grove City
G Washington | La Salle
Gwynedd-Mercy | Wesley DE
Randolph Col | Hampden-Sydney
Hartford | Maine
Haverford | Washington MD
Hiram | Kenyon
Hood | Stevenson
Monmouth IL | Illinois Col
Northern Iowa | Indiana St
Iowa St | Texas Tech
North Alabama | Jacksonville
Morrisville St | Keuka
Keystone | Summit
Kings PA | Wilkes
Lees-McRae | King TN
Kutztown | Mansfield
Lancaster Bib | PSU-Berks
Lebanon Val | Messiah
Lincoln Mem | Mars Hill
Lock Haven | Shippensburg
MA Boston | S Maine
Westminster MO | MacMurray
Marietta | Mt Union
Marymount VA | Shenandoah
Mary Washington | St Marys MD
Mercyhurst | Seton Hill
Millikin | North Park
MIT | Springfield
Northwestern MN | MN Morris
Wilmington OH | Muskingum
NC Wesleyan | Peace
Wingate | Newberry
Vermont | New Hampshire
Nichols | Roger Williams
North Florida | Stetson
Young Harris | North Georgia
Redlands | Occidental
Otterbein | Ohio Northern
Wittenberg | Ohio Wesleyan
St Elizabeth | Penn Col Tech
Trinity CT | Pine Manor
Thomas Aquinas | Queens NY
Ramapo | Rutgers-Newark
York PA | Salisbury
St Leo | Tampa
WI Platteville | WI Eau Claire
WI Oshkosh | WI Whitewater
WI River Falls | WI Stout
Air Force | UNLV
Virginia Union | Bluefield WV
Loyola MD | Boston Univ
Butler | DePaul
Denver | N Dakota St
Johns Hopkins | Dickinson
Molloy | Dist Columbia
High Point | SC Upstate
Utah St | San Jose St
Auburn | Texas A&M
Duquesne | Richmond
Illinois | Minnesota
Iowa | Penn St
Navy | Lafayette
Long Beach St | UC Irvine
Rhode Island | St Bonaventure
Delaware Val | FDU Madison
Temple | East Carolina
Gannon | Edinboro
Emory & Henry | Roanoke
Presbyterian | Hampton
Houston | SMU
Kansas St | Oklahoma
Sam Houston St | TAM C. Christi
South Carolina | Vanderbilt
Tulsa | Connecticut
Erskine | North Greenville
Lipscomb | NJIT
Abilene Chr | Houston Bap
Cornerstone | Aquinas
Cal Lutheran | La Verne
Earlham | Defiance
E Connecticut | MA Dartmouth
Embry-Riddle FL | Florida Tech
Thiel | Geneva
Gordon | Salve Regina
Hanover | Mt St Joseph
Nova SE | Lynn
Montclair St | Wm Paterson
Swarthmore | Muhlenberg
St Scholastica | Northland
Alvernia | Albright
Army | Colgate
Centenary NJ | Bryn Athyn
Lehman | City Col NY
St Johns | Creighton
Hamilton | Geneseo St
NJ City | Kean
Longwood | Winthrop
Mt Aloysius | Pitt-Greensburg
New Orleans | SF Austin
S Dakota St | North Dakota
Rowan | Rutgers-Camden
SUNYIT | Wells
WI LaCrosse | WI Stevens Pt
Allen | Reinhardt
Staten Island | Baruch
RI College | Castleton
Slippery Rock | Clarion
Endicott | U New England
Medgar Evers | Hunter
SE Louisiana | Lamar
McNeese St | Nicholls St
New Haven | St Michaels
MA Lowell | Albany NY
Liberty | Kennesaw
Clemson | Georgia Tech
Wichita St | UCF
Hastings | Doane
Holy Cross IN | Governors St
Graceland | Mid Am Nazarene
Olivet Naz | IN S Bend
Georgia Highlands | Albany Tech
Allegany MD | Chesapeake
Butler Co-KS | Allen Co
Gordon GA | Andrew Col
Blinn | Angelina
Eastern Arizona | AZ Western
SW MO St-WP | Ark Baptist
Indian River | ASA Miami
Prince Georges | Baltimore City CC
Barton Co | Dodge City CC
Navarro | Bossier Parish
Miami-Dade | Broward CC
USC Salkehatchie | Caldwell CC Tech
Cape Fear CC | Denmark Tech
Sheridan WY | Casper College
Scottsdale CC | C Arizona
Cent Georgia Tech | East Georgia Col
Cent Wyoming | Laramie Co
Roane St | Chatt St Tech
Chipola | Pensacola St
Cleveland St CC | Walters St
Coffeyville CC | Cloud Co
Jacksonville Col | Coastal Bend
Cochise | Glendale AZ
Colby CC | Northwest KS Tech
Col Cent Florida | Santa Fe CC
Temple Col | Collin Co
Daytona St | E Florida St
Eastern Wyoming | Gillette
Garden City CC | Hutchinson CC
Hagerstown CC | Anne Arundel
